DIRECTORIO,CANT_HOG_COMPLETOS,SECUENCIA_ENCUESTA,SECUENCIA_P,ORDEN,P1070,P4005,P4015,P4567,P8520,P8520S1,P8520S1A1,P8520S3,P8520S4,P8520S4A1,P8520S5,P4065,P4065S1,P4065S2,P4065S3,P4065S4,P5661,P5661S1,P5661S2,P5661S3,P5661S4,P5661S5,P5661S6,P5661S7,P5661S9,P1891,P1891S1,P1891S2,P1891S3,P1891S4,P1891S5,FEX_C,CLASE
6010892,1,1,1,1,2,1,4,4, ,1,4,1,1,2,1, ,2,2,2,2, ,4,1,1,1,4,1,1,1, ,2,2,2,2,2,1602,33871037611
6010893,1,1,1,1,1,1,4,4, ,1,2,1,1,2,1, ,2,2,2,2, ,1,1,1,1,1,1,1,1, ,2,2,2,2,2,144,6.01587E+11
6010894,1,1,1,1,2,1,4,3, ,1,4,1,1,2,1, ,2,2,2,2, ,4,1,1,4,1,1,1,1, ,2,2,2,2,2,1273,91480545615
6010895,1,1,1,1,1,1,4,4, ,1,3,1,1,2,1, ,2,2,2,2, ,2,1,1,1,1,1,1,1, ,2,2,2,2,2,148,9.55169E+11
6010896,1,1,1,1,1,1,4,3, ,1,2,1,1,1,1, ,2,2,1,2, ,3,1,1,1,1,1,1,1, ,1,2,2,2,2,166,9.76128E+11
6010897,1,1,1,1,1,1,4,3, ,1,2,1,1,1,1, ,2,2,2,2, ,4,1,1,1,1,1,1,1, ,2,2,2,2,2,90,7.17822E+11
6010898,1,1,1,1,1,1,4,4, ,1,2,2,1,1,2, ,2,2,2,2, ,1,1,1,1,1,1,1,1, ,2,2,2,2,2,839,1.84051E+11
6010899,1,1,1,1,1,1,4,4, ,1,2,2,1,1,2, ,2,2,2,2, ,2,1,2,1,1,1,1,1, ,2,2,2,2,2,839,1.84051E+11
6010900,1,1,1,1,1,1,4,3, ,1,2,1,1,1,1, ,2,2,2,2, ,2,1,2,2,1,4,1,1, ,2,2,2,2,2,237,2.24392E+11
6010901,1,1,1,1,1,1,5,4, ,1,2,1,1,1,1, ,2,2,2,2, ,1,1,1,1,2,1,2,1, ,1,1,2,1,1,321,32856321802
6010902,1,1,1,1,1,1,4,3, ,1,3,1,1,1,1, ,2,2,2,2, ,1,1,1,1,1,1,1,1, ,2,2,2,2,2,148,9.55169E+11
6010903,1,1,1,1,2,3,6,3, ,1,2,1,1,1,1, ,2,2,2,2, ,1,1,1,1,1,1,1,1, ,2,2,2,2,2,183,5.52602E+11
6010904,1,1,1,1,1,1,4,3, ,1,2,1,1,1,1, ,2,2,2,2, ,1,1,1,1,1,1,1,1, ,2,2,2,2,2,250,65366514325
6010905,1,1,1,1,1,1,4,3, ,1,3,1,1,1,1, ,2,2,2,2, ,2,1,1,1,1,1,1,1, ,2,1,2,2,2,126,1.03146E+11
6010906,1,1,1,1,2,1,6,4, ,1,3,1,1,2,1, ,2,2,2,2, ,2,1,2,1,1,1,1,1, ,2,2,2,2,2,1360,17141081931
6010907,1,1,1,1,1,1,4,3, ,1,3,1,1,2,1, ,2,2,2,2, ,1,2,1,1,1,1,1,1, ,2,2,2,2,2,1068,56402614115
6010908,1,1,1,1,2,1,4,3, ,1,3,1,1,2,1, ,2,2,2,2, ,1,1,1,1,1,1,1,1, ,2,2,2,2,2,1244,25167217916
6010909,1,1,1,1,1,1,3,1, ,1,3,1,1,2,1, ,2,2,2,2, ,3,1,1,1,1,2,1,1, ,2,2,2,2,2,1360,17141081931
6010910,1,1,1,1,2,1,4,3, ,1,4,1,1,2,1, ,2,2,2,2, ,2,1,1,1,2,3,1,1, ,2,2,2,2,2,932,8.69165E+11
6010911,1,1,1,1,1,3,4,3, ,1,1,1,1,2,1, ,2,2,2,2, ,1,2,1,3,1,1,2,1, ,2,2,2,2,2,1745,8499210861
6010912,1,1,1,1,1,1,4,4, ,1,2,1,1,1,1, ,2,2,2,2, ,1,1,1,1,1,1,1,1, ,2,2,1,2,2,383,6783039603
6010913,1,1,1,1,2,1,4,3, ,1,4,1,1,2,1, ,2,2,2,2, ,1,1,1,1,1,1,1,1, ,2,2,2,2,2,1413,47336312942
6010914,1,1,1,1,1,1,4,4, ,1,4,1,1,4,1, ,2,2,2,2, ,1,1,1,1,1,1,1,1, ,2,2,2,2,2,961,5.24609E+11
6010915,1,1,1,1,2,1,6,3, ,1,2,1,1,2,1, ,2,2,2,2, ,1,1,1,1,1,1,1,1, ,2,2,2,2,2,183,5.52602E+11
6010916,1,1,1,1,2,1,4,3, ,1,2,1,1,2,1, ,2,2,2,2, ,2,1,1,1,1,4,4,1, ,2,2,2,2,2,215,1858961019
6010917,1,1,1,1,2,3,5,3, ,1,2,1,1,2,1, ,2,2,2,2, ,2,1,1,1,2,1,1,1, ,2,2,2,2,2,134,4.1211E+11
6010918,1,1,1,1,1,1,4,3, ,1,2,1,1,2,1, ,2,2,2,2, ,3,1,1,1,1,3,1,1, ,2,2,2,2,2,250,65366514325
6010919,1,1,1,1,1,1,4,3, ,1,2,1,1,2,1, ,2,2,2,2, ,1,1,1,1,1,1,1,1, ,2,2,2,2,2,134,4.1211E+11
6010920,1,1,1,1,1,1,4,3, ,1,3,1,1,2,1, ,2,2,2,2, ,4,2,3,4,4,4,1,4, ,2,2,2,2,2,1360,17141081931
6010921,1,1,1,1,2,1,5,4, ,1,2,1,1,2,1, ,2,2,2,2, ,1,1,1,1,1,1,1,1, ,2,2,2,2,2,227,2.77448E+11
6010922,1,1,1,1,1,1,4,3, ,1,5,1,1,3,1, ,2,2,2,2, ,1,1,1,1,1,1,2,1, ,2,2,2,2,2,1542,96477506092
6010923,1,1,1,1,2,1,4,1, ,1,3,1,1,3,1, ,2,2,2,2, ,1,1,1,1,1,1,1,1, ,2,2,2,2,2,1254,40850710174
6010924,1,1,1,1,1,1,4,3, ,1,1,1,1,3,1, ,2,2,2,2, ,1,2,1,1,1,2,2,1, ,2,1,2,2,2,1542,96477506092
6010925,1,1,1,1,2,1,4,1, ,1,2,1,1,3,1, ,2,2,2,2, ,1,1,4,1,1,1,1,1, ,2,2,2,2,2,2276,16628856956
6010926,1,1,1,1,1,1,4,3, ,1,2,1,1,3,1, ,2,2,2,2, ,1,4,1,1,1,1,1,1, ,2,2,2,2,2,1451,87963982956
6010927,1,1,1,1,1,1,4,1, ,1,3,1,1,3,1, ,2,2,2,2, ,1,4,1,1,1,4,4,1, ,2,2,2,2,2,1767,49378416111
6010928,1,1,1,1,1,1,4,3, ,1,5,1,1,3,1, ,2,2,2,2, ,4,1,1,1,1,1,1,1, ,2,2,2,2,2,2773,84225314998
6010936,1,1,1,1,1,1,4,1, ,1,3,1,1,2,1, ,2,2,2,2, ,4,1,3,1,1,3,3,1, ,2,2,2,2,2,5525,84342115909
6010937,1,1,1,1,2,1,4,1, ,1,3,1,1,2,1, ,2,2,2,2, ,1,1,1,1,1,1,2,1, ,2,2,2,2,2,4216,93064342521
6010938,1,1,1,1,2,1,4,1, ,1,4,1,1,2,1, ,2,2,2,2, ,1,1,1,1,1,1,1,1, ,2,2,2,2,2,6247,69793226666
6010939,1,1,1,1,2,1,4,1, ,1,2,1,1,3,1, ,2,2,2,2, ,1,1,1,1,1,1,1,1, ,2,2,2,2,2,4072,28967239327
6010941,1,1,1,1,1,1,4,2, ,1,5,1,1,2,1, ,2,2,2,2, ,1,1,1,1,1,1,1,1, ,2,2,2,2,2,6164,12420125321
6010942,1,1,1,1,2,1,4,2, ,1,3,1,1,2,1, ,2,2,2,2, ,2,1,1,1,1,1,1,1, ,2,2,2,2,2,4072,28967239327
6010943,1,1,1,1,2,1,4,1, ,1,3,1,1,3,1, ,2,2,2,2, ,1,1,1,1,1,1,1,1, ,2,2,2,2,2,4496,29160938147
6010944,1,1,1,1,1,1,4,1, ,1,5,1,1,4,1, ,2,2,2,2, ,1,1,1,2,1,1,2,1, ,2,2,2,2,2,2669,72347951658
6010945,1,1,1,1,1,1,4,1, ,1,4,1,1,3,1, ,2,2,2,2, ,1,1,1,1,1,1,1,1, ,2,2,2,2,2,5088,96642816248
6010946,1,1,1,1,1,1,4,1, ,1,5,1,1,2,1, ,2,2,2,2, ,1,1,1,1,1,4,1,1, ,2,2,2,2,2,3276,1173372616
6010947,1,1,1,1,1,1,4,1, ,1,5,1,1,2,1, ,2,2,2,2, ,1,1,1,1,1,1,1,1, ,2,2,2,2,2,4697,5709141959
6010948,1,1,1,1,1,1,4,1, ,1,5,1,1,2,1, ,2,2,2,2, ,1,1,1,1,1,1,2,1, ,2,2,2,2,2,3697,64979716752
6010949,1,1,1,1,1,1,4,1, ,1,5,1,1,2,1, ,2,2,2,2, ,1,1,1,1,1,1,1,1, ,2,1,2,2,2,3265,23593614556
6010950,1,1,1,1,1,1,4,1, ,1,5,1,1,2,1, ,2,2,2,2, ,1,1,1,1,1,1,1,1, ,2,2,2,2,2,3276,1173372616
6010951,1,1,1,1,1,1,4,1, ,1,5,1,1,2,1, ,2,2,2,2, ,1,1,1,1,1,1,1,1, ,2,2,2,2,2,4072,28967239327
6010952,1,1,1,1,2,1,4,1, ,1,4,1,1,2,1, ,2,2,2,2, ,1,1,1,1,1,1,1,1, ,2,2,2,2,2,5002,43278451171
6010953,1,1,1,1,2,1,4,1, ,1,4,1,1,2,1, ,2,2,2,2, ,1,1,2,1,3,1,1,1, ,2,2,2,2,2,3247,49271032729
6010954,1,1,1,1,2,1,4,1, ,1,4,1,1,2,1, ,2,2,2,2, ,1,1,1,1,1,1,1,1, ,2,2,2,2,2,3378,99401023179
6010955,1,1,1,1,2,1,4,1, ,1,4,1,1,2,1, ,2,2,2,2, ,2,2,2,2,1,1,1,2, ,2,2,2,2,2,3566,14849726302
6010956,1,1,1,1,2,1,4,1, ,1,3,1,1,3,1, ,2,2,2,2, ,1,1,1,1,1,1,3,1, ,2,2,2,2,2,4095,23196918467
6010957,1,1,1,1,1,1,4,1, ,1,3,1,1,3,1, ,2,2,2,2, ,3,1,2,3,1,1,1,1, ,2,2,2,2,2,4685,7159053938
6010958,1,1,1,1,2,1,4,1, ,1,4,1,1,2,1, ,2,2,2,2, ,1,1,1,1,1,1,1,2, ,2,2,2,2,2,3566,14849726302
6010959,1,1,1,1,2,1,4,1, ,1,3,1,1,3,1, ,2,2,2,2, ,3,1,1,3,3,1,1,3, ,2,2,2,2,2,3669,13077376865
6010960,1,1,1,1,2,1,4,1, ,1,3,1,1,3,1, ,2,2,2,2, ,1,1,1,1,1,1,1,1, ,2,2,2,2,2,3566,14849726302
6010961,1,1,1,1,2,1,4,1, ,1,3,1,1,3,1, ,2,2,2,2, ,1,1,1,1,1,1,1,1, ,2,2,2,2,2,2959,86024305344
6010962,1,1,1,1,2,1,4,1, ,1,3,1,1,3,1, ,2,2,2,2, ,3,1,1,3,3,1,2,1, ,1,1,2,2,2,3900,77915275249
6010963,1,1,1,1,1,1,4,1, ,1,2,2,1,2,2, ,2,2,2,2, ,1,1,1,1,1,1,1,1, ,2,2,2,2,2,458,5.33261E+11
6010964,1,1,1,1,1,1,4,2, ,1,2,2,1,2,2, ,2,2,2,2, ,2,1,1,1,1,1,1,1, ,2,2,2,2,2,477,4.13356E+11
6010965,1,1,1,1,1,1,4,3, ,1,2,2,1,2,2, ,2,2,2,2, ,2,1,1,1,1,1,2,2, ,2,2,2,2,2,468,5.81257E+11
6010966,1,1,1,1,1,1,6,3, ,1,0,2,1,2,2, ,2,2,2,2, ,1,1,1,1,1,1,1,1, ,2,2,2,2,2,478,6.29253E+11
6010967,1,1,1,1,1,1,4,3, ,1,2,2,1,2,2, ,2,2,2,2, ,1,1,1,1,1,1,1,1, ,2,2,2,2,2,477,4.13356E+11
6010968,1,1,1,1,1,1,6,2, ,1,2,2,1,2,2, ,2,2,2,2, ,1,1,1,1,1,1,1,1, ,2,2,2,2,2,458,5.33261E+11
6010970,1,1,1,1,1,1,4,2, ,1,2,2,1,2,2, ,2,2,2,2, ,1,1,1,1,1,1,1,1, ,1,2,2,2,2,437,2.21371E+11
6010971,1,1,1,1,1,1,4,3, ,1,2,2,1,2,2, ,2,2,2,2, ,1,1,1,1,1,1,1,1, ,2,2,2,2,2,468,5.81257E+11
6010972,1,1,1,1,1,1,6,3, ,1,2,1,1,2,1, ,1,2,2,2, ,1,2,1,1,1,1,3,2, ,1,1,1,1,1,1042,77966578212
6010973,1,1,1,1,1,1,6,3, ,1,2,1,1,2,1, ,1,2,2,2, ,1,1,1,1,1,1,2,2, ,2,1,2,2,2,749,6.16812E+11
6010974,1,1,1,1,2,2,4,1, ,1,3,1,1,2,1, ,2,2,2,2, ,3,1,2,1,1,1,3,2, ,2,2,2,2,2,864,6.10041E+11
6010976,1,1,1,1,2,5,6,3, ,1,1,2,1,2,1, ,2,2,2,2, ,1,1,1,1,1,1,1,1, ,2,1,2,2,1,577,5.41955E+11
6010977,1,1,1,1,1,1,4,3, ,1,3,1,1,2,1, ,2,2,2,2, ,1,3,2,2,2,3,3,2, ,2,2,2,2,2,487,5416414743
6010979,1,1,1,1,2,1,4,1, ,1,3,1,1,2,1, ,2,2,2,2, ,3,1,1,2,1,3,1,1, ,1,2,2,2,2,625,91869243539
6010981,1,1,1,1,2,1,4,1, ,1,3,1,1,2,1, ,2,2,2,2, ,3,1,1,2,1,1,1,1, ,2,2,2,2,2,597,33613875254
6010982,1,1,1,1,2,1,4,1, ,1,4,1,1,2,1, ,1,2,2,2, ,1,1,1,1,1,1,1,1, ,2,2,2,2,2,561,6.65661E+11
6010983,1,1,1,1,1,1,4,1, ,1,3,1,1,2,1, ,2,2,2,2, ,1,1,1,1,1,1,1,1, ,2,2,2,2,2,504,67657910099
6010984,1,1,1,1,1,1,4,3, ,1,3,1,1,2,1, ,2,2,2,2, ,2,4,1,1,1,1,2,1, ,1,2,1,2,2,506,6.79649E+11
6010985,1,1,1,1,2,1,4,3, ,1,3,1,1,2,1, ,2,2,2,2, ,1,1,1,1,1,1,1,1, ,2,2,2,2,2,326,3.96949E+11
6010986,1,1,1,1,2,1,4,1, ,1,3,1,1,2,1, ,2,2,2,2, ,2,2,1,2,1,2,3,1, ,2,2,2,2,2,763,8.35491E+11
6010987,1,1,1,1,1,1,4,3, ,1,3,1,1,2,1, ,2,2,2,2, ,2,1,1,1,1,1,3,1, ,2,2,2,2,2,339,37405844966
6010988,1,1,1,1,2,1,4,3, ,1,3,1,1,2,1, ,2,2,2,2, ,1,1,1,1,1,1,2,1, ,2,2,2,2,2,663,9.19231E+11
6010989,1,1,1,1,1,1,4,1, ,1,3,1,1,2,1, ,2,2,2,2, ,1,1,1,1,1,1,1,1, ,2,2,2,2,2,532,77956898197
6010990,1,1,1,1,2,1,4,3, ,1,3,1,1,2,1, ,2,2,2,2, ,1,1,2,1,1,1,1,1, ,2,1,2,2,1,574,2.56142E+11
6010991,1,1,1,1,1,1,4,3, ,1,3,1,1,2,1, ,2,2,2,2, ,1,3,2,1,1,1,3,1, ,1,2,1,2,2,504,67657910099
6010993,1,1,1,1,2,1,4,1, ,1,3,1,1,2,1, ,2,2,2,2, ,2,1,1,1,1,1,3,1, ,2,2,2,2,2,648,3.80162E+11
6010994,1,1,1,1,1,1,6,3, ,1,3,1,1,2,1, ,2,2,2,1, ,3,4,3,1,3,2,1,3, ,2,2,2,1,2,532,77956898197
6010995,1,1,1,1,2,1,4,1, ,1,3,1,1,2,1, ,2,2,2,2, ,2,1,1,1,1,2,3,1, ,2,2,2,2,2,854,7.45491E+11
6010996,1,1,1,1,2,1,4,1, ,1,2,1,1,2,1, ,2,2,2,2, ,1,1,1,1,1,1,2,1, ,2,2,2,2,2,749,6.16812E+11
6011002,1,1,1,1,2,1,6,3, ,1,3,1,1,2,1, ,1,2,2,2, ,1,1,1,1,1,1,3,1, ,1,2,2,2,1,538,7.84395E+11
6011003,1,1,1,1,2,1,4,1, ,1,3,1,1,2,1, ,2,2,2,2, ,2,1,1,1,1,1,1,1, ,2,2,2,2,2,600,6.64563E+11
6011005,1,1,1,1,2,1,4,3, ,1,3,1,1,2,1, ,2,2,2,2, ,3,1,1,1,1,2,3,1, ,1,2,2,2,1,487,5416414743
6011006,1,1,1,1,1,1,4,3, ,1,3,1,1,2,1, ,2,2,2,2, ,2,1,1,1,1,2,2,1, ,2,2,2,2,2,450,7.5246E+11
6011008,1,1,1,1,2,1,4,3, ,1,3,1,1,2,1, ,2,2,2,2, ,3,1,1,1,1,2,2,3, ,2,2,2,2,2,386,7.03029E+11
6011009,1,1,1,1,1,1,4,3, ,1,3,1,1,2,1, ,2,2,2,2, ,1,1,1,1,1,1,1,1, ,2,2,2,2,2,875,5.42599E+11
6011010,1,1,1,1,1,1,4,3, ,1,3,1,1,2,1, ,2,2,2,2, ,3,1,1,1,1,2,2,1, ,2,1,1,2,2,859,5.50526E+11
6011013,1,1,1,1,2,1,4,1, ,1,3,1,1,2,1, ,2,2,2,2, ,2,2,1,1,1,3,3,3, ,2,2,2,2,2,763,8.35491E+11
6011014,1,1,1,1,2,1,4,1, ,1,3,1,1,2,1, ,2,2,2,2, ,1,1,1,1,3,1,3,1, ,2,2,2,2,2,879,2.9082E+11
6011015,1,1,1,1,1,1,4,3, ,1,3,1,1,2,1, ,1,2,2,2, ,2,2,1,2,1,1,3,3, ,1,1,1,2,1,730,3.89981E+11
6011016,1,1,1,1,2,1,4,1, ,1,3,1,1,2,1, ,2,2,2,2, ,1,3,1,3,2,2,2,2, ,1,2,2,2,2,885,9.58947E+11
6011017,1,1,1,1,2,1,4,3, ,1,3,1,1,2,1, ,2,2,2,2, ,1,2,1,1,1,2,2,3, ,2,2,2,2,2,512,3.75974E+11
6011018,1,1,1,1,2,1,4,1, ,1,3,1,1,2,1, ,2,2,2,2, ,1,1,1,1,1,1,1,1, ,2,2,2,2,2,460,8.27049E+11
6011019,1,1,1,1,2,1,4,1, ,1,3,1,1,2,1, ,1,2,2,2, ,1,1,2,1,1,3,3,1, ,1,2,2,2,2,460,8.27049E+11
6011020,1,1,1,1,2,1,4,3, ,1,3,1,1,2,1, ,2,2,2,2, ,1,1,1,1,1,1,1,3, ,2,2,2,2,2,937,42276673892
6011026,1,1,1,1,1,1,6,4, ,1,1,1,1,4,1, ,2,2,2,2, ,1,2,2,1,1,3,3,1, ,1,1,1,1,1,90,5.69602E+12
6011029,1,1,1,1,1,1,6,4, ,1,2,1,1,4,1, ,2,2,2,2, ,1,2,1,2,1,1,1,1, ,2,1,1,2,2,88,6.63406E+11
6011030,1,1,1,1,1,4,5,3, ,1,2,2,2, ,1, ,2,2,2,2, ,1,1,1,1,1,1,1,1, ,2,2,2,2,2,88,8.94073E+12
6011031,1,1,1,1,1,7,7,7, ,1,1,2,2, ,1, ,2,2,2,2, ,1,1,1,1,1,1,1,1, ,2,2,2,2,2,86,7.57211E+12
6011033,1,1,1,1,1,4,7,4, ,2, ,2,2, ,1, ,2,2,2,1, ,1,1,1,1,1,1,3,1, ,1,1,1,1,1,90,8.00268E+12
6011035,1,1,1,1,2,1,4,3, ,1,3,2,2, ,1, ,2,2,2,2, ,1,1,1,1,1,1,1,1, ,1,1,2,2,2,90,8.00268E+12
6011038,1,1,1,1,1,1,6,3, ,1,2,1,2, ,1, ,2,2,2,2, ,1,1,1,1,1,1,3,2, ,2,2,1,1,1,90,3.38935E+12
6011039,1,1,1,1,3,1,6,1, ,1,2,2,2, ,1, ,1,2,2,2, ,1,1,1,1,1,1,1,1, ,2,2,2,2,2,90,8.00268E+12
6011040,1,1,1,1,2,1,4,1, ,1,3,1,1,4,1, ,2,2,2,2, ,2,1,2,1,1,3,2,1, ,2,2,2,2,2,527,7.76352E+11
6011045,1,1,1,1,3,1,6,3, ,1,2,1,2, ,1, ,2,2,2,2, ,1,1,1,1,1,1,1,1, ,2,1,2,1,2,87,2.18545E+12
6011046,1,1,1,1,1,3,5,4, ,1,2,1,2, ,1, ,2,2,2,2, ,1,1,1,1,1,1,3,1, ,2,1,1,1,1,90,8.00268E+12
6011047,1,1,1,1,1,1,6,3, ,1,1,2,2, ,1, ,2,2,2,2, ,1,1,1,1,1,1,1,1, ,2,1,2,2,2,90,5.69602E+12
6011049,1,1,1,1,1,1,4,2, ,1,3,1,1,3,1, ,2,2,2,2, ,3,1,1,1,1,1,1,1, ,2,2,2,2,2,620,7.78105E+11
6011050,1,1,1,1,1,1,4,2, ,1,3,1,1,3,1, ,2,2,1,2, ,3,3,2,4,4,4,4,4, ,2,2,1,2,2,598,2.37776E+11
6011051,1,1,1,1,2,1,4,2, ,1,3,1,1,3,1, ,2,2,2,2, ,4,1,1,1,1,1,1,1, ,2,2,2,2,2,611,1.71977E+11
6011052,1,1,1,1,1,1,4,2, ,1,3,1,1,3,1, ,2,2,2,2, ,2,1,1,1,1,1,2,1, ,2,1,1,2,2,413,9.91764E+11
6011053,1,1,1,1,3,1,4,2, ,1,3,1,1,3,1, ,2,2,2,2, ,2,2,1,4,1,1,4,1, ,2,2,2,2,2,870,64896584864
6011054,1,1,1,1,2,1,4,2, ,1,3,1,1,3,1, ,2,2,2,2, ,2,1,1,1,1,1,1,1, ,2,2,2,2,2,573,8.24022E+11
6011055,1,1,1,1,2,1,4,2, ,1,3,1,1,3,1, ,2,2,2,2, ,1,2,1,1,1,1,1,1, ,2,2,2,2,2,534,10437751897
6011056,1,1,1,1,1,1,4,2, ,1,4,1,1,3,1, ,2,2,2,2, ,1,1,1,1,1,1,1,1, ,2,2,2,2,2,596,90659342331
6011057,1,1,1,1,1,1,4,2, ,1,4,1,1,3,1, ,2,2,2,2, ,4,1,1,1,1,1,2,1, ,2,2,2,2,2,743,1.64646E+11
6011058,1,1,1,1,1,1,4,2, ,1,4,1,1,3,1, ,2,2,2,2, ,1,1,1,1,1,1,1,1, ,2,2,2,2,2,759,56667049686
6011059,1,1,1,1,1,1,4,3, ,1,4,1,1,3,1, ,2,2,2,2, ,1,3,1,1,1,1,2,1, ,2,2,2,2,2,449,2.41586E+11
6011061,1,1,1,1,1,1,4,2, ,1,3,1,1,3,1, ,2,2,2,2, ,1,1,1,1,1,1,1,1, ,2,1,2,2,2,534,10437751897
6011062,1,1,1,1,1,1,4,2, ,1,4,1,1,3,1, ,2,2,2,2, ,1,1,1,1,1,1,1,1, ,2,2,2,2,2,386,1.35114E+11
6011063,1,1,1,1,2,1,4,1, ,1,4,1,1,3,1, ,2,2,2,2, ,2,1,1,3,1,1,2,1, ,2,2,2,2,2,644,3.23667E+11
6011064,1,1,1,1,1,1,4,2, ,1,3,1,1,3,1, ,1,2,2,2, ,2,2,2,1,1,4,4,1, ,1,1,1,2,2,473,9205471656
6011065,1,1,1,1,1,1,4,2, ,1,4,1,1,3,1, ,2,2,2,2, ,1,2,1,1,1,2,1,1, ,2,2,2,2,2,462,2.95539E+11
6011073,1,1,1,1,1,1,4,2, ,1,2,1,1,1,1, ,2,2,2,2, ,1,1,1,1,1,1,1,1, ,2,2,2,2,2,124,5.15028E+11
6011074,1,1,1,1,1,2,2,2, ,1,3,1,1,1,1, ,2,2,1,2, ,1,1,1,1,1,2,1,1, ,1,1,1,1,1,127,1.85059E+11
6011075,1,1,1,1,1,1,4,2, ,1,3,1,1,1,1, ,2,2,2,2, ,1,1,1,1,1,1,1,1, ,2,2,2,2,2,121,8.44997E+11
6011076,1,1,1,1,1,1,4,2, ,1,3,1,1,1,1, ,2,2,2,2, ,1,1,1,1,1,1,1,1, ,1,2,1,1,2,124,5.15028E+11
6011077,1,1,1,1,2,1,4,1, ,1,3,1,1,1,1, ,2,2,2,2, ,1,1,1,1,1,1,1,1, ,2,2,2,2,2,127,1.85059E+11
6011078,1,1,1,1,1,1,4,2, ,1,3,1,1,1,1, ,2,2,1,2, ,1,1,1,1,1,1,1,1, ,1,2,1,1,2,126,5.38863E+11
6011079,1,1,1,1,2,1,4,2, ,1,3,1,1,1,1, ,2,2,2,2, ,3,3,1,1,3,1,1,1, ,1,1,2,2,2,122,1.68095E+11
6011080,1,1,1,1,1,2,6,2, ,1,3,1,1,1,1, ,2,2,2,2, ,1,1,1,1,1,1,1,1, ,2,2,2,2,2,127,1.85059E+11
6011082,1,1,1,1,2,1,5,1, ,1,3,1,1,1,1, ,2,2,2,2, ,1,1,1,1,1,1,1,1, ,1,1,2,2,2,124,5.15028E+11
6011083,1,1,1,1,1,1,5,2, ,1,3,1,1,1,1, ,2,2,2,2, ,1,1,1,1,1,1,1,1, ,1,1,2,2,2,119,4.98063E+11
6011084,1,1,1,1,1,1,5,2, ,1,3,1,1,1,1, ,2,2,2,2, ,1,1,1,1,1,1,1,1, ,2,1,2,1,1,116,8.28032E+11
6011086,1,1,1,1,3,1,5,2, ,1,3,1,1,1,1, ,2,2,2,2, ,1,1,1,1,1,1,1,1, ,2,2,2,2,2,127,1.85059E+11
6011087,1,1,1,1,1,1,5,2, ,1,3,1,1,1,1, ,2,2,2,2, ,1,1,1,1,1,1,1,1, ,2,2,1,2,1,127,1.85059E+11
6011088,1,1,1,1,1,2,6,2, ,1,3,1,1,1,1, ,2,2,1,2, ,2,1,2,1,1,2,1,1, ,1,1,2,1,1,129,2.08895E+11
6011089,1,1,1,1,1,1,6,2, ,1,3,1,1,1,1, ,2,2,2,2, ,1,1,2,1,1,1,1,1, ,2,1,2,1,2,124,5.15028E+11
6011091,1,1,1,1,3,1,6,2, ,1,3,1,1,1,1, ,2,2,2,2, ,1,1,1,1,1,1,1,1, ,1,1,2,2,2,127,1.85059E+11
6011092,1,1,1,1,1,1,7,4, ,1,1,2,2, ,2, ,1,1,1,2, ,1,1,3,2,1,2,2,2, ,1,1,2,2,2,1106,52533895997
6011093,1,1,1,1,1,5,7,4, ,1,1,2,2, ,2, ,1,2,2,2, ,1,4,1,2,1,1,2,3, ,1,1,1,1,1,1344,10452074394
6011094,1,1,1,1,1,5,7,4, ,1,1,2,2, ,2, ,1,2,1,2, ,1,2,2,2,1,3,3,2, ,1,1,2,2,2,1276,41785982286
6011095,1,1,1,1,1,1,6,4, ,1,1,2,2, ,2, ,1,2,2,2, ,1,1,1,2,1,2,2,2, ,1,2,1,1,2,1671,79710050528
6011096,1,1,1,1,1,1,6,3, ,1,1,2,1,3,1, ,2,2,2,2, ,1,1,1,1,1,2,2,1, ,2,2,2,2,2,1148,58006609019
6011097,1,1,1,1,1,8,7,6, ,1,1,2,1,2,1, ,2,2,2,1, ,2,3,3,3,1,3,3,3, ,1,1,1,2,2,1173,86547033256
6011098,1,1,1,1,1,1,7,4, ,1,1,2,1,2,1, ,2,2,2,1, ,2,2,2,1,1,2,2,1, ,2,2,1,2,2,1245,58551711526
6011099,1,1,1,1,1,1,6,4, ,1,1,2,1,2,1, ,2,2,2,1, ,1,4,1,2,1,2,4,1, ,2,2,2,2,2,1237,79621841336
6011100,1,1,1,1,1,1,6,4, ,1,1,2,2, ,2, ,2,2,2,2, ,1,3,3,2,1,1,2,2, ,2,2,2,2,2,1510,77724962046
6011101,1,1,1,1,1,5,7,4, ,1,1,1,1,2,1, ,2,2,2,2, ,1,2,1,2,1,1,4,1, ,2,2,2,2,2,1195,37581080877
6011102,1,1,1,1,1,5,7,3, ,1,1,2,1,2,1, ,2,2,2,2, ,1,1,1,1,1,1,1,1, ,2,2,1,2,2,940,2.30398E+11
6011103,1,1,1,1,1,1,6,4, ,1,1,2,1,2,1, ,2,2,2,2, ,1,1,1,1,1,1,1,1, ,2,2,2,2,2,1400,62796191106
6011104,1,1,1,1,1,1,6,4, ,1,1,2,1,2,1, ,2,2,1,2, ,2,3,3,3,1,2,4,2, ,1,1,2,1,2,1575,89255333051
6011105,1,1,1,1,1,1,7,4, ,1,1,1,1,2,1, ,1,2,2,2, ,1,2,1,3,1,1,4,1, ,2,2,1,2,2,1173,32109735573
