DIRECTORIO,CANT_HOG_COMPLETOS,SECUENCIA_ENCUESTA,SECUENCIA_P,ORDEN,P1070,P4005,P4015,P4567,P8520,P8520S1,P8520S1A1,P8520S3,P8520S4,P8520S4A1,P8520S5,P4065,P4065S1,P4065S2,P4065S3,P4065S4,P5661,P5661S1,P5661S2,P5661S3,P5661S4,P5661S5,P5661S6,P5661S7,P5661S9,P1891,P1891S1,P1891S2,P1891S3,P1891S4,P1891S5,FEX_C,CLASE
6007913,1,1,1,1,1,1,6,3, ,1,2,1,1,3,1, ,2,2,2,2, ,1,2,1,2,2,2,2,4, ,2,2,2,2,2,5225,93462044044
6007914,1,1,1,1,1,1,4,1, ,1,3,1,1,3,1, ,2,2,2,2, ,2,1,1,2,4,1,2,2, ,2,2,2,2,2,3520,76893612176
6007915,1,1,1,1,2,1,4,3, ,1,2,1,1,2,1, ,2,2,2,2, ,1,1,1,1,1,1,2,1, ,2,2,2,2,2,5764,9844106113
6007916,1,1,1,1,2,1,4,1, ,1,4,1,1,3,1, ,2,2,2,2, ,4,1,1,1,2,1,1,1, ,2,2,2,2,2,3433,45731573863
6007917,1,1,1,1,2,1,4,1, ,1,4,1,1,3,1, ,2,2,2,2, ,3,1,1,1,2,1,1,1, ,2,2,2,2,2,4325,49415456038
6007935,1,1,1,1,1,3,6,2, ,1,1,2,2, ,1, ,1,2,2,2, ,2,3,1,3,1,2,3,3, ,2,2,2,2,2,184,79665490329
6007936,1,1,1,1,1,3,7,2, ,1,1,2,2, ,1, ,1,2,1,2, ,2,3,1,2,1,1,3,3, ,1,1,2,2,1,146,5.94501E+11
6007937,1,1,1,1,1,3,6,2, ,1,1,2,2, ,1, ,2,2,2,2, ,1,3,1,2,1,2,3,1, ,2,2,2,1,2,337,1.16271E+11
6007938,1,1,1,1,1,1,4,2, ,1,1,2,2, ,1, ,1,2,1,2, ,2,3,1,1,1,1,3,2, ,1,1,1,1,2,254,2.23566E+11
6007939,1,1,1,1,1,1,6,2, ,1,1,2,2, ,1, ,2,2,2,2, ,2,3,1,3,1,2,3,1, ,2,1,2,1,1,254,2.23566E+11
6007940,1,1,1,1,1,3,4,2, ,1,1,2,2, ,1, ,2,2,2,2, ,1,3,1,1,1,2,2,4, ,1,1,1,2,1,305,21632063027
6007942,1,1,1,1,1,3,7,2, ,1,1,2,2, ,1, ,2,2,2,2, ,2,3,1,2,1,2,3,2, ,2,2,2,2,1,311,81347780121
6007943,1,1,1,1,1,3,7,2, ,1,1,2,2, ,1, ,2,2,2,2, ,4,4,1,2,1,1,4,1, ,2,1,1,2,1,270,9.08416E+11
6007951,1,1,1,1,1,1,6,4, ,1,1,2,1,1,2, ,2,2,2,2, ,4,3,2,2,2,2,3,2, ,1,1,2,2,2,583,2.43832E+11
6007952,1,1,1,1,1,1,6,2, ,1,1,2,1,1,2, ,1,1,1,2, ,1,2,2,1,2,2,3,4, ,2,2,2,2,2,1134,59071663047
6007953,1,1,1,1,1,3,5,2, ,1,1,2,1,1,2, ,2,2,2,2, ,2,2,3,2,1,1,2,2, ,1,2,2,2,2,679,9.40629E+11
6007955,1,1,1,1,1,6,4,4, ,1,2,2,1,1,2, ,2,2,2,2, ,4,4,3,3,2,2,2,3, ,2,2,2,2,2,1337,91195809526
6007956,1,1,1,1,2,1,6,2, ,1,1,2,1,1,2, ,2,2,2,2, ,4,3,2,2,2,2,3,2, ,1,1,2,2,2,2245,53370373764
6007957,1,1,1,1,1,1,6,2, ,1,1,2,1,1,2, ,1,1,1,2, ,1,4,3,4,1,1,2,4, ,2,2,1,1,1,122,9.46E+11
6007959,1,1,1,1,1,3,6,2, ,1,1,2,1,1,2, ,1,2,1,2, ,3,2,2,2,1,1,2,3, ,1,2,1,2,2,1119,61008391479
6007964,1,1,1,1,1,6,4,2, ,1,4,1,1,3,1, ,2,2,2,2, ,2,2,1,2,2,1,1,1, ,2,2,2,2,2,223,2243625185
6007966,1,1,1,1,1,1,4,2, ,1,5,1,1,3,1, ,2,2,2,2, ,1,1,1,1,1,1,1,1, ,2,2,2,2,2,205,66861721986
6007967,1,1,1,1,1,1,4,2, ,1,5,2,1,3,1, ,2,2,2,2, ,1,1,1,1,1,1,1,1, ,2,2,2,2,2,386,3.60012E+11
6007968,1,1,1,1,1,1,4,2, ,1,5,2,1,3,1, ,2,2,2,2, ,2,2,1,1,1,1,1,1, ,2,2,2,2,2,155,65164788248
6007969,1,1,1,1,1,1,4,2, ,1,5,1,1,3,1, ,2,2,2,2, ,1,1,1,1,1,1,1,1, ,2,2,2,2,2,239,9.80704E+11
6007971,1,1,1,1,1,1,4,2, ,1,5,2,1,3,1, ,2,2,1,2, ,1,1,1,1,1,1,1,1, ,2,2,1,2,2,400,9.68645E+11
6007975,1,1,1,1,2,1,4,1, ,1,2,1,1,3,1, ,2,2,2,2, ,1,1,1,1,1,1,1,1, ,2,2,2,2,2,494,47248581521
6007979,1,1,1,1,1,1,4,4, ,1,3,1,1,7,1, ,2,2,2,2, ,3,3,1,1,1,2,1,1, ,2,2,2,2,1,431,1.06678E+11
6007981,1,1,1,1,1,1,4,2, ,1,1,1,1,3,1, ,2,2,2,2, ,1,1,1,1,1,1,2,1, ,2,2,2,2,2,268,6.28558E+11
6007983,1,1,1,1,2,1,4,1, ,1,2,1,1,3,1, ,2,2,2,2, ,4,1,1,1,1,1,1,1, ,2,2,2,2,2,148,3.23792E+11
6007985,1,1,1,1,1,1,4,1, ,1,2,1,1,2,1, ,2,2,2,2, ,1,2,2,1,1,1,1,1, ,2,2,2,2,2,312,2.34077E+11
6007986,1,1,1,1,1,1,4,2, ,1,2,1,1,2,1, ,1,2,2,2, ,2,4,1,4,4,4,4,1, ,2,2,2,2,2,148,3.23792E+11
6007988,1,1,1,1,1,1,4,2, ,1,5,1,1,3,1, ,2,2,2,2, ,2,1,1,1,2,1,1,1, ,2,2,2,2,2,793,2.45828E+11
6007990,1,1,1,1,2,1,4,1, ,1,3,1,1,7,1, ,2,2,2,2, ,1,1,1,1,2,1,1,1, ,2,2,2,2,2,487,4.12609E+11
6007991,1,1,1,1,2,1,4,1, ,1,3,1,1,3,1, ,2,2,2,2, ,1,1,1,1,1,1,2,1, ,2,2,2,2,2,621,8.41142E+11
6007992,1,1,1,1,2,1,4,1, ,1,3,1,1,3,1, ,2,2,2,2, ,1,1,1,1,1,1,1,1, ,2,2,2,2,2,519,53905729242
6007993,1,1,1,1,1,1,4,2, ,1,2,1,1,3,1, ,2,2,2,2, ,3,1,3,1,1,1,2,1, ,2,2,2,2,2,466,9.44884E+11
6007994,1,1,1,1,2,1,4,1, ,1,2,1,1,3,1, ,2,2,2,2, ,1,1,1,1,1,1,1,1, ,2,2,2,2,2,467,6.80248E+11
6007995,1,1,1,1,1,1,4,4, ,1,1,1,1,2,1, ,2,2,2,2, ,1,1,1,1,1,1,1,1, ,2,2,2,2,2,176,4.25325E+11
6007996,1,1,1,1,1,1,6,4, ,1,1,1,1,2,1, ,2,2,2,2, ,1,1,2,1,1,4,1,1, ,2,2,2,2,2,193,6.66992E+11
6007997,1,1,1,1,2,1,4,4, ,1,1,1,1,2,1, ,2,2,2,2, ,1,1,1,1,1,1,2,1, ,2,2,2,2,2,91,9.06088E+12
6007998,1,1,1,1,2,1,6,4, ,1,1,1,1,2,1, ,2,2,2,2, ,1,1,1,1,1,1,1,1, ,2,2,2,2,2,86,24625041605
6007999,1,1,1,1,1,1,6,4, ,1,1,1,1,2,1, ,2,2,2,2, ,1,2,1,1,1,1,2,1, ,2,2,2,2,2,153,2.79486E+11
6008000,1,1,1,1,1,1,6,4, ,1,1,1,1,2,1, ,2,2,2,2, ,1,3,2,1,1,2,1,1, ,1,2,2,2,2,91,9.06088E+12
6008001,1,1,1,1,1,1,4,2, ,1,3,1,1,7,1, ,2,2,2,2, ,1,1,1,1,1,1,3,4, ,2,2,2,2,2,550,6.80093E+11
6008003,1,1,1,1,2,1,4,1, ,1,3,1,1,3,1, ,2,2,2,2, ,4,1,2,1,3,1,1,1, ,2,2,2,2,2,487,4.12609E+11
6008004,1,1,1,1,1,1,4,2, ,1,3,1,1,3,1, ,2,2,2,2, ,2,2,2,2,4,1,2,4, ,2,2,2,2,2,621,8.41142E+11
6008007,1,1,1,1,2,1,4,1, ,1,3,1,1,7,1, ,1,2,2,2, ,2,4,4,1,2,1,1,1, ,2,2,2,2,2,487,4.12609E+11
6008012,1,1,1,1,2,1,4,2, ,1,2,1,1,3,1, ,2,2,2,2, ,1,1,1,1,1,1,1,1, ,2,2,2,2,2,881,6.35559E+11
6008013,1,1,1,1,2,2,4,1, ,1,2,1,1,2,1, ,2,2,2,2, ,1,3,2,1,2,1,2,1, ,1,2,2,2,2,784,1.11154E+11
6008014,1,1,1,1,1,1,4,2, ,1,2,1,1,3,1, ,2,2,2,2, ,2,1,1,1,2,1,2,2, ,2,2,2,2,2,734,9.07292E+11
6008015,1,1,1,1,1,1,4,2, ,1,2,1,1,3,1, ,2,2,2,2, ,1,2,1,1,1,1,1,1, ,2,2,2,2,2,498,9.26454E+11
6008016,1,1,1,1,1,1,4,1, ,1,2,1,1,2,1, ,2,2,2,2, ,1,3,2,2,1,2,2,1, ,2,2,2,2,2,358,4.72903E+11
6008017,1,1,1,1,1,1,4,2, ,1,2,1,1,3,1, ,2,2,2,2, ,2,1,1,1,1,1,1,1, ,2,2,2,2,2,482,2.87126E+11
6008018,1,1,1,1,1,1,4,2, ,1,2,1,1,3,1, ,2,2,2,2, ,1,1,1,1,1,1,1,1, ,1,1,1,2,1,475,6.33753E+11
6008019,1,1,1,1,1,1,4,1, ,1,2,1,1,3,1, ,2,2,2,2, ,3,2,1,3,1,1,1,1, ,1,1,1,1,2,617,7.65966E+11
6008020,1,1,1,1,1,1,4,2, ,1,2,1,1,3,1, ,2,2,2,2, ,1,3,1,2,1,2,2,1, ,2,2,2,2,2,775,6.93356E+11
6008021,1,1,1,1,1,1,4,1, ,1,2,1,1,3,1, ,2,2,2,2, ,1,3,2,1,1,3,2,1, ,1,2,1,1,2,710,3.9161E+11
6008022,1,1,1,1,1,1,4,1, ,1,2,1,1,3,1, ,2,2,2,2, ,3,2,1,3,1,1,1,1, ,2,2,2,2,2,457,6.57042E+11
6008023,1,1,1,1,1,1,4,2, ,1,2,1,1,2,1, ,2,2,2,2, ,3,1,1,1,1,3,1,1, ,2,2,2,2,2,347,4.22994E+11
6008024,1,1,1,1,1,1,4,2, ,1,2,1,1,3,1, ,2,2,2,2, ,1,2,1,1,2,1,3,1, ,1,1,1,1,2,302,5.95504E+11
6008025,1,1,1,1,1,1,4,1, ,1,2,1,1,3,1, ,2,2,2,2, ,3,1,1,2,1,1,2,1, ,2,2,2,2,2,820,7400592919
6008026,1,1,1,1,1,1,4,2, ,1,2,1,1,3,1, ,2,2,2,2, ,2,1,1,1,1,1,2,1, ,2,2,2,2,2,383,1.02987E+11
6008027,1,1,1,1,1,1,4,2, ,1,2,1,1,3,1, ,2,2,2,2, ,1,2,2,1,1,1,2,1, ,2,2,2,2,2,592,5.21174E+11
6008028,1,1,1,1,1,1,6,3, ,1,1,1,1,3,1, ,2,2,2,2, ,1,1,1,1,1,1,1,1, ,2,2,2,2,2,590,2.34239E+11
6008030,1,1,1,1,2,1,4,1, ,1,2,1,1,3,1, ,2,2,2,2, ,1,1,1,1,1,4,1,1, ,2,2,2,2,2,751,17767417602
6008031,1,1,1,1,1,1,4,2, ,1,2,1,1,3,1, ,2,2,2,2, ,4,1,1,4,1,2,2,1, ,2,2,2,2,2,600,43160672412
6008032,1,1,1,1,1,1,4,2, ,1,2,1,1,3,1, ,2,2,2,2, ,1,1,1,1,1,1,1,1, ,1,1,2,2,1,874,1.72904E+11
6008033,1,1,1,1,2,1,4,1, ,1,2,1,1,3,1, ,2,2,2,2, ,3,1,1,1,1,2,1,1, ,2,2,2,2,2,333,2.47634E+11
6008034,1,1,1,1,1,1,4,2, ,1,2,1,1,3,1, ,2,2,2,2, ,3,1,1,1,1,1,1,1, ,2,1,2,2,2,734,9.07292E+11
6008035,1,1,1,1,1,1,6,3, ,1,1,1,1,3,1, ,2,2,2,2, ,1,1,1,1,1,2,1,1, ,1,1,1,2,2,621,8.30337E+11
6008036,1,1,1,1,1,1,6,3, ,1,1,1,1,3,1, ,2,2,2,2, ,1,1,1,1,1,1,2,1, ,1,2,1,2,2,506,6869834527
6008037,1,1,1,1,1,1,6,3, ,1,1,1,1,3,1, ,2,2,2,2, ,1,2,1,2,1,3,2,1, ,2,2,2,2,2,482,2.87126E+11
6008038,1,1,1,1,1,1,6,3, ,1,1,1,1,3,1, ,2,2,2,2, ,1,1,1,1,1,1,2,1, ,2,1,1,2,2,831,6.90095E+11
6008039,1,1,1,1,1,1,4,2, ,1,2,1,1,3,1, ,2,2,2,2, ,3,2,1,2,1,2,2,1, ,1,2,2,2,2,734,9.07292E+11
6008040,1,1,1,1,1,1,6,3, ,1,1,1,1,2,1, ,1,1,2,1, ,1,3,1,1,1,1,1,2, ,1,1,2,2,1,162,6.00182E+11
6008041,1,1,1,1,1,1,6,3, ,1,1,1,1,2,1, ,1,2,2,2, ,1,3,1,1,1,2,1,3, ,2,1,2,2,2,208,2.96524E+11
6008042,1,1,1,1,1,1,6,3, ,1,1,1,1,2,1, ,2,2,2,2, ,1,2,1,1,1,4,2,2, ,2,1,2,2,2,191,7.52981E+11
6008043,1,1,1,1,1,1,6,3, ,1,1,1,1,2,1, ,2,2,2,2, ,1,1,1,1,1,2,2,1, ,2,2,2,2,2,129,4.51551E+11
6008044,1,1,1,1,1,1,6,1, ,1,1,1,1,2,1, ,2,2,2,2, ,1,1,1,1,1,2,1,1, ,2,1,2,2,2,161,6.12944E+11
6008045,1,1,1,1,1,1,6,3, ,1,1,1,1,3,1, ,2,2,2,2, ,1,1,1,2,1,1,1,2, ,2,2,2,2,2,100,7.52188E+11
6008046,1,1,1,1,1,1,6,3, ,1,1,1,1,2,1, ,1,1,2,2, ,1,1,1,1,2,1,1,1, ,1,1,2,2,1,125,9.26436E+11
6008047,1,1,1,1,1,1,4,2, ,1,2,1,1,3,1, ,2,2,2,2, ,1,1,1,1,1,1,1,1, ,2,2,2,2,2,371,1.42738E+11
6008048,1,1,1,1,2,1,4,2, ,1,2,1,1,3,1, ,2,2,2,2, ,1,2,1,1,1,1,1,2, ,2,2,2,2,2,347,4.22994E+11
6008049,1,1,1,1,1,1,6,1, ,1,2,1,1,2,1, ,2,2,2,2, ,1,1,1,1,1,1,1,1, ,1,1,2,2,2,176,6.21225E+11
6008050,1,1,1,1,1,3,4,2, ,1,2,1,1,2,1, ,2,2,2,2, ,2,3,2,2,1,2,1,1, ,1,1,2,2,1,100,7.52188E+11
6008051,1,1,1,1,2,1,4,2, ,1,2,1,1,3,1, ,2,2,2,2, ,1,2,1,1,1,2,2,2, ,2,2,2,2,2,358,4.72903E+11
6008052,1,1,1,1,1,1,6,2, ,1,2,2,1,3,2, ,2,2,2,1, ,2,2,1,1,1,2,2,1, ,1,1,2,2,2,309,1.54781E+11
6008053,1,1,1,1,1,1,4,3, ,1,2,1,1,3,1, ,2,2,2,2, ,2,2,1,1,1,2,2,2, ,2,2,2,2,2,826,2.15077E+11
6008054,1,1,1,1,2,1,4,3, ,1,2,1,1,3,1, ,2,2,2,2, ,1,1,1,1,1,2,1,3, ,2,2,2,2,2,498,9.26454E+11
6008056,1,1,1,1,1,1,4,1, ,1,2,1,1,2,1, ,1,2,2,2, ,3,2,2,1,3,1,3,2, ,1,1,2,2,2,225,4.99004E+11
6008057,1,1,1,1,1,1,4,3, ,1,2,1,1,3,1, ,2,2,2,2, ,1,3,1,2,1,1,1,2, ,2,2,2,2,2,673,76270512834
6008058,1,1,1,1,1,1,6,2, ,1,2,1,1,3,1, ,2,2,2,2, ,1,4,1,2,1,3,3,4, ,2,1,2,2,2,506,6869834527
6008059,1,1,1,1,1,1,6,3, ,1,1,1,1,3,1, ,2,2,2,2, ,1,1,1,1,1,3,1,1, ,2,2,2,2,2,659,1.60302E+11
6008060,1,1,1,1,1,1,6,3, ,1,1,1,1,3,1, ,2,2,2,2, ,1,1,1,1,1,2,1,1, ,2,1,2,2,2,506,6869834527
6008061,1,1,1,1,1,1,6,3, ,1,1,1,1,3,1, ,2,2,2,2, ,1,1,1,1,1,1,1,1, ,2,2,2,2,2,623,1.67719E+11
6008062,1,1,1,1,1,1,6,3, ,1,1,1,1,3,1, ,2,2,2,2, ,1,1,1,1,1,1,1,1, ,2,2,2,2,2,703,1.96793E+11
6008063,1,1,1,1,1,1,4,3, ,1,1,1,1,3,1, ,2,2,2,2, ,1,1,1,1,1,1,2,1, ,2,2,2,2,2,580,6.75327E+11
6008064,1,1,1,1,1,1,4,2, ,1,1,1,1,2,1, ,2,2,2,2, ,2,2,2,1,1,2,2,1, ,2,2,2,2,2,113,1.39745E+11
6008065,1,1,1,1,1,1,4,2, ,1,2,1,1,2,1, ,1,2,2,2, ,2,2,1,1,1,2,3,2, ,1,1,1,2,1,193,40653022779
6008066,1,1,1,1,1,1,4,2, ,1,1,1,1,2,1, ,2,2,2,2, ,1,2,1,1,1,2,2,1, ,1,2,2,2,2,253,6.80208E+11
6008067,1,1,1,1,2,1,6,3, ,1,1,1,1,2,1, ,2,2,2,2, ,1,2,1,2,1,1,3,3, ,1,1,2,1,2,253,6.80208E+11
6008068,1,1,1,1,1,1,4,2, ,1,1,1,1,2,1, ,2,2,2,2, ,1,2,1,1,1,1,1,1, ,2,2,2,2,2,160,12359570105
6008069,1,1,1,1,1,1,4,2, ,1,2,1,1,2,1, ,2,2,2,2, ,2,2,1,2,1,1,2,1, ,2,1,2,2,2,340,70263937172
6008070,1,1,1,1,2,1,6,3, ,1,1,1,1,2,1, ,2,2,2,2, ,1,4,1,1,1,1,1,2, ,1,1,1,1,2,253,6.80208E+11
6008071,1,1,1,1,1,4,4,2, ,1,2,1,1,2,1, ,1,2,2,2, ,1,1,1,1,1,1,1,1, ,1,2,1,1,2,195,9.94353E+11
6008072,1,1,1,1,2,1,6,3, ,1,1,1,1,2,1, ,2,2,2,2, ,1,2,1,1,1,1,1,1, ,2,1,2,1,2,253,6.80208E+11
6008073,1,1,1,1,1,1,4,1, ,1,2,1,1,2,1, ,2,2,2,2, ,1,1,1,1,1,1,1,1, ,2,2,2,2,2,201,7.36794E+11
6008074,1,1,1,1,1,1,6,3, ,1,1,1,1,3,1, ,2,2,2,2, ,1,1,1,1,1,2,2,1, ,2,2,2,2,2,482,2.87126E+11
6008075,1,1,1,1,1,1,4,2, ,1,2,1,1,3,1, ,2,2,2,2, ,1,2,1,1,1,2,2,1, ,2,2,2,2,2,498,9.26454E+11
6008076,1,1,1,1,1,1,4,2, ,1,2,1,1,2,1, ,2,2,2,2, ,1,1,1,1,1,1,2,1, ,1,1,1,2,2,423,54793240865
6008077,1,1,1,1,1,1,4,2, ,1,2,1,1,2,1, ,2,2,2,2, ,1,1,1,1,1,1,2,1, ,2,2,2,2,2,650,3.6068E+11
6008078,1,1,1,1,1,1,4,2, ,1,2,1,1,2,1, ,2,2,2,2, ,1,1,1,2,1,1,2,1, ,2,2,2,2,2,707,4.41547E+11
6008079,1,1,1,1,1,1,4,2, ,1,3,1,1,2,1, ,2,2,2,2, ,1,1,1,1,1,2,2,1, ,1,2,2,2,2,535,6.11245E+11
6008080,1,1,1,1,2,1,4,1, ,1,2,1,1,2,1, ,2,2,2,2, ,1,1,1,1,1,1,1,1, ,2,2,2,2,2,707,4.41547E+11
6008081,1,1,1,1,1,1,4,2, ,1,3,1,1,2,1, ,2,2,2,2, ,1,1,1,1,1,1,1,1, ,2,2,2,2,2,826,2.91202E+11
6008082,1,1,1,1,1,1,4,2, ,1,3,1,1,2,1, ,2,2,2,2, ,1,1,1,1,1,1,1,1, ,1,2,2,2,2,818,4.9702E+11
6008083,1,1,1,1,1,1,4,2, ,1,3,1,1,2,1, ,2,2,2,2, ,1,1,1,1,1,1,1,1, ,2,2,2,2,2,450,1.25802E+11
6008084,1,1,1,1,1,1,4,1, ,1,3,1,1,2,1, ,2,2,2,2, ,1,1,1,1,1,1,3,1, ,2,2,2,2,2,1162,77497909377
6008085,1,1,1,1,1,1,4,2, ,1,3,1,1,2,1, ,2,2,2,2, ,1,1,1,1,1,1,2,1, ,2,2,2,2,2,640,4231646294
6008087,1,1,1,1,1,1,4,2, ,1,3,1,1,2,1, ,2,2,2,2, ,1,1,1,1,1,1,1,1, ,2,2,2,2,2,888,7.96176E+11
6008089,1,1,1,1,1,1,4,2, ,1,2,1,1,2,1, ,2,2,2,2, ,1,1,1,1,1,1,1,1, ,2,2,2,2,2,647,65878228779
6008090,1,1,1,1,1,1,4,3, ,1,2,1,1,2,1, ,2,2,2,2, ,1,1,1,1,1,1,3,1, ,2,1,2,2,2,674,2.79284E+11
6008091,1,1,1,1,1,1,4,2, ,1,2,1,1,2,1, ,2,2,2,2, ,1,1,1,1,1,1,1,1, ,2,2,2,2,2,906,5.51713E+11
6008092,1,1,1,1,1,1,4,2, ,1,2,1,1,2,1, ,2,2,2,2, ,1,1,1,1,1,1,3,1, ,2,2,2,2,2,1258,18675357343
6008093,1,1,1,1,1,1,4,2, ,1,2,1,1,2,1, ,2,2,2,2, ,1,1,1,1,1,1,3,1, ,1,2,1,2,2,1189,39548118496
6008094,1,1,1,1,2,4,6,2, ,1,2,1,1,2,1, ,2,2,2,2, ,1,1,1,1,1,1,2,1, ,2,1,2,2,2,1027,46421549984
6008095,1,1,1,1,1,3,6,2, ,1,2,1,1,2,1, ,2,2,2,2, ,1,1,1,1,1,1,1,1, ,1,1,2,2,2,674,2.79284E+11
6008096,1,1,1,1,1,1,6,2, ,1,2,1,1,2,1, ,2,2,2,2, ,1,1,1,1,1,1,1,1, ,2,2,2,2,2,821,1.98918E+11
6008097,1,1,1,1,2,4,6,2, ,1,3,1,1,2,1, ,2,2,2,2, ,1,1,1,1,1,1,2,1, ,2,1,2,2,2,535,6.11245E+11
6008098,1,1,1,1,2,3,4,2, ,1,3,1,1,2,1, ,2,2,2,2, ,1,1,1,1,1,1,2,1, ,2,2,1,2,1,707,4.41547E+11
6008099,1,1,1,1,1,1,4,2, ,1,2,1,1,2,1, ,2,2,2,2, ,1,1,1,1,1,1,1,1, ,2,1,2,2,2,674,2.79284E+11
6008100,1,1,1,1,1,3,4,2, ,1,2,1,1,2,1, ,2,2,2,2, ,1,1,1,1,1,1,1,1, ,2,2,2,2,2,551,59977321041
6008101,1,1,1,1,1,1,4,2, ,1,2,1,1,2,1, ,2,2,2,2, ,1,1,1,1,1,1,3,1, ,1,1,2,2,2,1164,2740072973
6008102,1,1,1,1,1,1,6,2, ,1,2,1,1,2,1, ,2,2,2,2, ,1,1,1,1,1,1,1,1, ,2,2,2,2,2,707,4.41547E+11
6008104,1,1,1,1,1,1,4,2, ,1,1,1,1,2,1, ,2,2,2,2, ,1,1,1,1,1,1,3,1, ,1,2,2,2,2,828,3.96057E+11
6008105,1,1,1,1,1,1,4,2, ,1,1,1,1,2,1, ,2,2,2,2, ,1,1,1,1,1,1,1,1, ,1,1,2,2,2,535,6.11245E+11
6008106,1,1,1,1,1,1,4,2, ,1,2,1,1,2,1, ,2,2,2,2, ,1,1,1,1,1,1,1,1, ,2,2,2,2,2,1027,46421549984
6008107,1,1,1,1,1,1,6,2, ,1,1,1,1,2,1, ,2,2,2,2, ,1,1,2,4,1,4,1,1, ,1,2,2,2,2,1000,84371340865
6008108,1,1,1,1,2,1,4,2, ,1,3,1,1,2,1, ,2,2,2,2, ,1,1,1,1,1,1,3,1, ,2,2,2,2,2,535,6.11245E+11
6008109,1,1,1,1,1,1,4,2, ,1,1,1,1,2,1, ,2,2,2,2, ,1,1,1,1,1,1,3,1, ,2,2,2,2,2,914,9.00859E+11
6008110,1,1,1,1,1,1,4,2, ,1,2,1,1,2,1, ,2,2,2,2, ,1,1,1,1,1,1,1,1, ,2,1,2,2,2,674,2.79284E+11
6008111,1,1,1,1,2,1,4,2, ,1,2,1,1,2,1, ,2,2,2,2, ,1,1,1,1,1,1,1,1, ,2,2,2,2,2,828,3.96057E+11
6008112,1,1,1,1,2,1,4,2, ,1,2,1,1,2,1, ,2,2,2,2, ,1,1,1,1,1,1,2,1, ,2,1,2,2,2,468,13986788935
6008113,1,1,1,1,1,1,4,1, ,1,2,1,1,2,1, ,2,2,2,2, ,1,1,1,1,1,1,1,1, ,2,2,2,2,2,485,72751660267
6008115,1,1,1,1,1,3,6,2, ,1,2,1,1,2,1, ,2,2,2,2, ,1,1,1,1,1,1,2,1, ,2,1,2,2,2,535,6.11245E+11
6008116,1,1,1,1,1,1,6,2, ,1,1,1,1,2,1, ,2,2,2,2, ,1,1,1,1,1,1,2,1, ,2,2,2,2,2,535,6.11245E+11
6008117,1,1,1,1,1,1,4,2, ,1,2,1,1,2,1, ,2,2,2,2, ,1,1,1,1,1,1,2,1, ,2,2,2,2,2,535,6.11245E+11
6008118,1,1,1,1,1,3,6,2, ,1,1,1,1,2,1, ,2,2,2,2, ,1,1,1,1,1,1,1,1, ,2,2,2,2,2,707,4.41547E+11
6008120,1,1,1,1,1,1,4,2, ,1,3,1,1,2,1, ,2,2,2,2, ,1,1,1,1,1,1,2,1, ,2,2,2,2,2,535,6.11245E+11
6008123,1,1,1,1,1,3,6,2, ,1,1,1,1,1,1, ,2,2,2,2, ,1,1,1,1,1,1,1,1, ,2,2,2,2,2,117,2.21058E+11
6008124,1,1,1,1,1,3,7,2, ,1,1,1,1,1,1, ,2,2,2,2, ,1,1,1,1,1,1,3,1, ,2,2,2,2,2,243,6.8461E+11
6008125,1,1,1,1,1,1,6,2, ,1,1,1,1,1,1, ,2,2,2,2, ,1,1,1,1,1,1,3,1, ,2,2,1,2,2,240,4.67107E+11
6008126,1,1,1,1,1,3,6,2, ,1,1,2,1,1,1, ,2,2,2,2, ,1,1,1,1,1,1,2,1, ,2,2,2,2,2,162,4.99171E+11
6008127,1,1,1,1,1,1,4,2, ,1,1,2,1,1,1, ,2,2,2,2, ,1,1,1,1,1,1,2,1, ,2,1,2,2,2,290,5.70951E+11
6008128,1,1,1,1,1,3,6,2, ,1,1,1,1,1,1, ,2,2,2,2, ,1,1,1,1,1,1,1,1, ,2,2,2,2,2,187,5.55775E+11
6008129,1,1,1,1,1,3,6,2, ,1,1,1,1,1,1, ,2,2,2,2, ,1,1,1,1,1,1,3,1, ,2,2,1,1,2,263,9.67438E+11
6008130,1,1,1,1,1,3,6,2, ,1,1,1,1,1,1, ,2,2,2,2, ,1,1,1,1,1,1,1,1, ,1,1,1,1,2,290,5.70951E+11
6008131,1,1,1,1,1,4,6,2, ,1,1,1,1,1,1, ,2,2,2,2, ,1,1,1,1,1,1,1,1, ,1,1,1,2,1,287,3.53448E+11
6008132,1,1,1,1,1,1,6,2, ,1,1,1,1,1,1, ,2,2,2,2, ,1,1,1,1,1,1,3,1, ,1,1,2,2,2,187,5.55775E+11
6008134,1,1,1,1,1,1,4,2, ,1,1,1,1,1,1, ,2,2,2,2, ,1,1,1,1,1,1,1,1, ,2,1,1,1,2,292,9.36707E+11
6008135,1,1,1,1,1,1,4,2, ,1,1,1,1,1,1, ,2,2,2,2, ,1,1,1,1,1,1,3,1, ,2,2,2,2,2,287,3.53448E+11
6008137,1,1,1,1,2,1,4,3, ,1,3,1,1,2,1, ,2,2,2,2, ,2,1,2,2,2,2,2,1, ,2,2,2,2,2,427,9.99389E+11
6008140,1,1,1,1,1,7,6,4, ,1,1,2,1,1,2, ,2,2,2,2, ,1,1,1,1,1,1,1,1, ,2,2,2,2,2,989,7284059833
6008141,1,1,1,1,1,1,5,4, ,1,1,2,1,1,1, ,2,2,1,1, ,1,2,1,1,1,1,1,2, ,1,1,2,1,1,212,2.38553E+11
